clientnum,client_stayed,customer_age,gender,dependent_count,education_level,marital_status,income_category,card_category,months_on_book,total_relationship_count,months_inactive_12_mon,contacts_count_12_mon,credit_limit,total_revolving_bal,total_trans_amt,total_trans_ct,gender_F,gender_M,marital_status_Divorced,marital_status_Married,marital_status_Single,education_level_ordinal_level_scale,income_category_ordinal_level_scale,card_category_ordinal_level_scale
715261458,1,37,F,1,Graduate,Single,1666.67,Blue,36,6,2,4,6827.0,0,2621,49,1,0,0,0,1,5,2,1
789310833,1,44,F,3,College,Divorced,4166.67,Blue,34,5,2,5,4513.0,1950,3164,62,1,0,1,0,0,4,3,1
818294958,1,52,M,2,College,Married,10000.0,Blue,47,3,3,2,27347.0,719,4040,77,0,1,0,1,0,4,7,1
713902983,1,42,F,3,High School,Married,1666.67,Blue,36,4,3,1,1676.0,1372,4381,77,1,0,0,1,0,3,2,1
771693933,1,62,F,1,Graduate,Married,1666.67,Blue,50,6,6,4,2802.0,1977,1757,33,1,0,0,1,0,5,2,1
827984658,0,49,M,3,Post-Graduate,Married,8333.33,Blue,45,3,0,4,23870.0,0,1885,39,0,1,0,1,0,6,4,1
789012633,1,30,F,0,Graduate,Single,1666.67,Blue,17,3,2,1,4868.0,1090,2907,69,1,0,0,0,1,5,2,1
807237783,1,50,M,3,Uneducated,Single,5833.33,Blue,45,5,3,5,20437.0,1020,4166,66,0,1,0,0,1,2,6,1
803408733,1,32,M,2,High School,Divorced,5833.33,Blue,26,6,1,4,2239.0,1338,2466,60,0,1,1,0,0,3,6,1
824667708,1,32,F,1,Graduate,Single,1666.67,Blue,28,6,3,3,2428.0,1027,3007,84,1,0,0,0,1,5,2,1
807165033,1,49,M,3,Post-Graduate,Single,5833.33,Blue,44,3,1,5,15027.0,0,3533,59,0,1,0,0,1,6,6,1
809984133,1,37,M,2,Doctorate,Single,10000.0,Blue,32,3,3,5,32056.0,1887,2730,68,0,1,0,0,1,7,7,1
714199983,1,48,M,3,Uneducated,Single,5833.33,Gold,40,5,2,5,34516.0,2317,3927,68,0,1,0,0,1,2,6,3
708171858,1,33,F,3,Post-Graduate,Married,4166.67,Blue,28,5,2,3,1864.0,1081,2607,44,1,0,0,1,0,6,3,1
709074108,1,36,M,2,College,Single,5833.33,Blue,24,5,2,5,23032.0,840,2787,73,0,1,0,0,1,4,6,1
721304133,1,36,F,4,High School,Married,1666.67,Blue,36,4,1,3,4277.0,1578,1855,49,1,0,0,1,0,3,2,1
787430733,1,56,F,2,High School,Married,4166.67,Blue,41,5,3,2,2771.0,1446,1706,27,1,0,0,1,0,3,3,1
711225933,1,28,M,1,High School,Divorced,1666.67,Blue,36,5,3,4,2265.0,1935,2306,61,0,1,1,0,0,3,2,1
717478983,1,31,F,2,Uneducated,Divorced,1666.67,Blue,19,6,2,0,2853.0,1961,2697,68,1,0,1,0,0,2,2,1
720949083,1,44,F,3,Uneducated,Single,1666.67,Blue,33,5,3,5,3075.0,2517,3534,53,1,0,0,0,1,2,2,1
713151258,1,55,M,3,Graduate,Single,4166.67,Blue,35,4,1,4,3065.0,0,3524,69,0,1,0,0,1,5,3,1
799731033,1,34,F,2,Doctorate,Single,1666.67,Blue,28,3,3,2,1438.3,0,3044,91,1,0,0,0,1,7,2,1
822138333,1,61,F,0,Graduate,Single,4166.67,Blue,56,4,3,5,7118.0,813,3964,66,1,0,0,0,1,5,3,1
708532308,1,37,M,2,Uneducated,Single,5833.33,Blue,36,4,2,2,11419.0,2517,3000,70,0,1,0,0,1,2,6,1
713718558,1,46,M,3,Graduate,Married,4166.67,Blue,37,6,2,5,2403.0,0,3393,64,0,1,0,1,0,5,3,1
778939683,1,47,F,3,Uneducated,Married,1666.67,Blue,32,4,3,2,2821.0,951,1452,38,1,0,0,1,0,2,2,1
713322633,1,54,M,1,Graduate,Married,4166.67,Blue,43,4,3,3,2706.0,2517,1682,39,0,1,0,1,0,5,3,1
719291283,1,36,F,4,High School,Single,1666.67,Blue,28,5,1,2,2226.0,1607,2660,62,1,0,0,0,1,3,2,1
720659283,1,37,M,5,Graduate,Married,5833.33,Blue,31,5,3,4,3351.0,1847,1910,43,0,1,0,1,0,5,6,1
719535558,1,47,M,4,College,Divorced,4166.67,Blue,36,5,1,1,5570.0,1858,4129,72,0,1,1,0,0,4,3,1
709468683,1,64,F,0,High School,Married,1666.67,Blue,56,6,2,2,2174.0,1397,1755,39,1,0,0,1,0,3,2,1
719455908,1,48,M,3,Graduate,Married,8333.33,Blue,38,3,3,3,31501.0,0,3742,75,0,1,0,1,0,5,4,1
816890883,1,35,M,2,Uneducated,Single,5833.33,Blue,30,6,3,3,21695.0,1257,2266,74,0,1,0,0,1,2,6,1
713766183,1,49,M,0,Uneducated,Single,8333.33,Blue,36,5,3,4,16156.0,2517,4160,81,0,1,0,0,1,2,4,1
719148633,1,53,F,2,Graduate,Married,1666.67,Blue,46,6,2,4,2413.0,2015,1398,24,1,0,0,1,0,5,2,1
789266208,1,56,M,2,High School,Married,8333.33,Blue,45,3,2,3,5920.0,1589,1408,28,0,1,0,1,0,3,4,1
718373658,1,41,M,3,College,Single,5833.33,Blue,28,6,3,0,5841.0,2463,3817,81,0,1,0,0,1,4,6,1
712255458,1,37,M,3,High School,Single,5833.33,Blue,36,3,1,5,8418.0,2051,2879,63,0,1,0,0,1,3,6,1
789494133,1,30,M,0,High School,Married,1666.67,Blue,21,5,4,3,2490.0,1259,2441,53,0,1,0,1,0,3,2,1
714178458,1,45,M,3,Post-Graduate,Married,8333.33,Blue,35,3,3,2,20640.0,1603,1792,53,0,1,0,1,0,6,4,1
717595908,1,54,M,1,High School,Married,5833.33,Blue,37,5,1,1,9453.0,2188,1688,45,0,1,0,1,0,3,6,1
798114033,1,46,M,2,Graduate,Married,5833.33,Blue,40,4,2,4,7949.0,1514,3355,58,0,1,0,1,0,5,6,1
709479558,1,36,F,4,College,Single,1666.67,Blue,36,3,2,1,2758.0,2168,3073,86,1,0,0,0,1,4,2,1
778148283,1,48,M,2,Doctorate,Single,10000.0,Blue,41,5,2,1,20148.0,1084,3921,74,0,1,0,0,1,7,7,1
719363283,1,59,F,0,Doctorate,Single,1666.67,Blue,36,3,1,2,1438.3,0,1904,47,1,0,0,0,1,7,2,1
716225433,1,60,M,1,Uneducated,Single,8333.33,Blue,51,6,3,4,26566.0,2517,3103,65,0,1,0,0,1,2,4,1
719882583,1,44,M,5,Graduate,Single,5833.33,Blue,34,3,3,5,13477.0,2057,3866,67,0,1,0,0,1,5,6,1
711076533,1,65,M,0,College,Divorced,1666.67,Blue,42,5,3,2,9706.0,1968,3435,58,0,1,1,0,0,4,2,1
820651908,1,46,F,3,Graduate,Single,4166.67,Blue,41,5,2,4,7457.0,0,3162,64,1,0,0,0,1,5,3,1
710884683,1,48,M,4,Graduate,Married,8333.33,Silver,40,6,2,5,34516.0,807,3937,80,0,1,0,1,0,5,4,2
797468658,1,53,M,3,High School,Married,10000.0,Blue,47,5,1,3,19081.0,2431,1536,31,0,1,0,1,0,3,7,1
711534183,1,41,M,2,High School,Single,8333.33,Blue,36,4,2,4,28830.0,0,3533,57,0,1,0,0,1,3,4,1
721083258,1,37,F,4,High School,Divorced,4166.67,Blue,22,5,1,3,2563.0,1638,2064,46,1,0,1,0,0,3,3,1
717986058,1,29,F,0,High School,Single,1666.67,Blue,13,6,3,5,5240.0,1608,2712,64,1,0,0,0,1,3,2,1
804610908,1,49,F,2,Doctorate,Married,1666.67,Blue,44,4,3,0,3397.0,1962,3295,66,1,0,0,1,0,7,2,1
717602733,1,47,M,3,Doctorate,Single,1666.67,Blue,35,4,3,2,1842.0,0,4165,67,0,1,0,0,1,7,2,1
713233908,1,33,M,2,Graduate,Divorced,5833.33,Blue,21,5,3,3,20791.0,0,2883,93,0,1,1,0,0,5,6,1
712658283,1,36,F,3,Graduate,Single,4166.67,Blue,28,3,2,3,3701.0,969,3222,86,1,0,0,0,1,5,3,1
708796458,1,30,F,2,Graduate,Single,1666.67,Blue,18,3,1,4,4199.0,1903,3016,67,1,0,0,0,1,5,2,1
713557533,1,34,M,3,High School,Single,4166.67,Blue,21,4,1,3,4353.0,1655,2664,81,0,1,0,0,1,3,3,1
710524533,0,38,F,4,College,Married,4166.67,Blue,36,4,4,4,4913.0,2517,899,28,1,0,0,1,0,4,3,1
713412558,1,39,F,4,Post-Graduate,Married,1666.67,Blue,22,3,3,1,5454.0,1108,2674,67,1,0,0,1,0,6,2,1
718934058,1,36,M,2,Doctorate,Single,4166.67,Blue,26,4,3,2,2845.0,2517,2396,51,0,1,0,0,1,7,3,1
717613233,1,45,M,4,Uneducated,Married,5833.33,Silver,33,5,2,4,25907.0,745,2058,56,0,1,0,1,0,2,6,2
821710308,1,38,F,3,Uneducated,Single,1666.67,Blue,33,5,3,2,2206.0,2018,1739,35,1,0,0,0,1,2,2,1
716089983,1,31,M,0,Graduate,Single,4166.67,Blue,24,3,1,4,12050.0,1732,2015,46,0,1,0,0,1,5,3,1
712071708,1,63,F,0,Graduate,Married,1666.67,Blue,36,6,3,4,2107.0,1351,1320,35,1,0,0,1,0,5,2,1
770721858,1,65,M,1,Graduate,Married,1666.67,Blue,56,3,2,5,3539.0,2517,1463,31,0,1,0,1,0,5,2,1
715629783,1,51,M,1,Graduate,Married,4166.67,Silver,36,6,2,2,17905.0,980,4399,64,0,1,0,1,0,5,3,2
768886533,1,37,M,3,Graduate,Married,5833.33,Blue,31,3,1,3,4940.0,1199,3246,57,0,1,0,1,0,5,6,1
711291558,1,27,M,0,Uneducated,Single,5833.33,Blue,36,4,3,3,2464.0,0,2636,50,0,1,0,0,1,2,6,1
714929283,1,34,F,0,High School,Married,4166.67,Blue,36,5,1,3,3203.0,2229,2625,52,1,0,0,1,0,3,3,1
716285358,1,32,F,1,College,Divorced,1666.67,Blue,36,3,5,4,1835.0,1017,2801,79,1,0,1,0,0,4,2,1
710958033,1,49,F,5,Uneducated,Single,1666.67,Blue,39,3,2,2,1993.0,0,4075,76,1,0,0,0,1,2,2,1
789690483,1,39,M,4,High School,Married,8333.33,Blue,25,6,2,3,8208.0,0,3135,39,0,1,0,1,0,3,4,1
789338583,1,42,M,2,Doctorate,Married,8333.33,Blue,32,4,2,2,26222.0,1073,1988,30,0,1,0,1,0,7,4,1
717411483,1,55,M,4,College,Divorced,8333.33,Blue,36,4,2,3,34173.0,1194,3731,69,0,1,1,0,0,4,4,1
720799608,1,57,F,2,Graduate,Married,4166.67,Blue,49,5,1,2,3377.0,1720,1621,32,1,0,0,1,0,5,3,1
714112383,1,53,M,2,Graduate,Married,10000.0,Blue,43,6,3,2,5882.0,2335,1380,30,0,1,0,1,0,5,7,1
717994608,1,51,M,0,Graduate,Married,8333.33,Blue,40,4,3,2,7158.0,0,2113,60,0,1,0,1,0,5,4,1
798558783,1,47,M,3,Graduate,Married,1666.67,Blue,41,6,1,4,5833.0,1747,3732,75,0,1,0,1,0,5,2,1
716875083,1,26,F,0,High School,Single,4166.67,Blue,36,6,3,4,4152.0,0,2351,42,1,0,0,0,1,3,3,1
714603558,1,37,M,2,High School,Single,4166.67,Blue,24,6,2,3,11699.0,1758,2007,46,0,1,0,0,1,3,3,1
789903708,1,45,F,2,Uneducated,Single,4166.67,Blue,35,6,3,2,4505.0,1562,3968,68,1,0,0,0,1,2,3,1
801989733,1,55,M,2,Uneducated,Single,5833.33,Blue,48,6,3,2,7667.0,1193,3915,76,0,1,0,0,1,2,6,1
789504183,1,37,M,4,Graduate,Single,10000.0,Blue,28,3,3,4,34516.0,0,2574,62,0,1,0,0,1,5,7,1
714574083,1,36,F,3,Graduate,Single,1666.67,Blue,31,3,2,3,2937.0,2159,2511,51,1,0,0,0,1,5,2,1
717978033,1,36,F,1,High School,Single,1666.67,Blue,36,5,3,4,5257.0,1572,2822,73,1,0,0,0,1,3,2,1
711256908,1,39,M,2,High School,Single,5833.33,Blue,28,6,3,3,10331.0,957,3695,81,0,1,0,0,1,3,6,1
721023708,1,47,M,4,Uneducated,Married,5833.33,Blue,36,3,3,3,17557.0,0,2142,62,0,1,0,1,0,2,6,1
714522258,1,56,F,2,Graduate,Married,1666.67,Blue,48,6,3,2,4366.0,1590,1596,37,1,0,0,1,0,5,2,1
713644758,1,49,M,3,Graduate,Single,10000.0,Blue,36,6,2,3,8514.0,2013,4098,74,0,1,0,0,1,5,7,1
712700358,1,36,F,4,Uneducated,Single,1666.67,Blue,26,4,3,2,2002.0,1377,2411,60,1,0,0,0,1,2,2,1
779873508,1,51,F,0,High School,Married,1666.67,Blue,35,5,3,4,3132.0,1815,3607,60,1,0,0,1,0,3,2,1
779342958,1,26,F,0,College,Married,4166.67,Blue,13,2,3,3,2010.0,1070,3625,85,1,0,0,1,0,4,3,1
711738333,1,34,M,2,Graduate,Married,8333.33,Blue,23,6,2,3,7567.0,1776,2361,45,0,1,0,1,0,5,4,1
709413933,0,56,M,2,High School,Single,4166.67,Blue,40,2,6,4,2381.0,651,1920,46,0,1,0,0,1,3,3,1
720323208,1,43,M,2,Graduate,Married,10000.0,Silver,31,6,2,4,34516.0,2398,4976,88,0,1,0,1,0,5,7,2
713372583,1,42,F,4,High School,Single,1666.67,Blue,19,3,2,0,1438.3,0,3786,67,1,0,0,0,1,3,2,1
710092683,1,38,M,2,College,Married,8333.33,Blue,30,2,3,2,3735.0,1421,1837,47,0,1,0,1,0,4,4,1
779284833,1,55,M,2,Post-Graduate,Single,5833.33,Blue,37,3,3,1,22127.0,1799,3591,63,0,1,0,0,1,6,6,1
717132633,1,62,M,0,Uneducated,Single,4166.67,Blue,50,3,2,2,7348.0,1466,3066,61,0,1,0,0,1,2,3,1
714967233,0,52,M,2,Doctorate,Married,10000.0,Blue,34,3,2,3,11188.0,0,2109,47,0,1,0,1,0,7,7,1
714954033,1,29,F,0,Post-Graduate,Single,1666.67,Blue,36,5,2,3,5076.0,1223,2675,57,1,0,0,0,1,6,2,1
755399433,1,43,M,3,Uneducated,Married,8333.33,Blue,36,6,1,2,28634.0,926,4549,68,0,1,0,1,0,2,4,1
709876008,1,49,F,2,Post-Graduate,Single,1666.67,Blue,36,3,1,3,3414.0,1473,1803,49,1,0,0,0,1,6,2,1
709918158,1,43,M,3,High School,Married,8333.33,Blue,23,5,6,1,12315.0,0,2028,51,0,1,0,1,0,3,4,1
713350908,1,41,F,2,Uneducated,Married,4166.67,Blue,36,5,3,3,2690.0,1912,3636,68,1,0,0,1,0,2,3,1
715759458,1,43,M,3,Graduate,Single,8333.33,Blue,31,6,2,4,12165.0,0,4066,74,0,1,0,0,1,5,4,1
713976258,1,51,F,3,Graduate,Single,1666.67,Blue,46,4,1,3,1792.0,989,3102,63,1,0,0,0,1,5,2,1
790174608,1,37,M,1,Doctorate,Single,8333.33,Blue,30,6,3,2,19300.0,1181,2660,70,0,1,0,0,1,7,4,1
771335358,1,37,M,2,College,Divorced,4166.67,Blue,24,3,3,4,8120.0,2098,3161,54,0,1,1,0,0,4,3,1
708382083,1,49,M,5,High School,Married,8333.33,Blue,36,6,2,2,2292.0,0,2584,60,0,1,0,1,0,3,4,1
771829758,1,36,M,3,Uneducated,Married,8333.33,Blue,25,6,3,3,21434.0,1345,2143,46,0,1,0,1,0,2,4,1
720409608,1,45,M,3,High School,Married,10000.0,Blue,35,6,2,3,32446.0,1974,1717,39,0,1,0,1,0,3,7,1
717830583,1,41,M,2,Graduate,Married,8333.33,Blue,36,6,3,3,9133.0,2140,4101,88,0,1,0,1,0,5,4,1
715455708,1,47,M,3,Graduate,Single,8333.33,Blue,37,3,3,2,5116.0,1468,2361,49,0,1,0,0,1,5,4,1
719108358,1,39,M,2,Post-Graduate,Married,8333.33,Blue,31,5,2,1,18974.0,2517,2783,56,0,1,0,1,0,6,4,1
769323183,1,51,M,4,Uneducated,Single,10000.0,Blue,45,6,2,3,12101.0,2517,2086,44,0,1,0,0,1,2,7,1
820020258,1,55,F,1,High School,Single,4166.67,Blue,46,5,3,4,5379.0,962,1778,40,1,0,0,0,1,3,3,1
719234883,1,57,M,3,Graduate,Single,10000.0,Blue,49,5,3,3,32676.0,2134,3990,88,0,1,0,0,1,5,7,1
807349158,1,36,M,4,Doctorate,Divorced,10000.0,Blue,31,4,3,4,34516.0,1491,2243,60,0,1,1,0,0,7,7,1
708644208,1,39,F,2,Graduate,Single,4166.67,Blue,34,5,2,4,5858.0,0,3355,77,1,0,0,0,1,5,3,1
711659958,1,65,F,0,Graduate,Married,4166.67,Blue,56,4,2,1,2692.0,1869,1594,36,1,0,0,1,0,5,3,1
798988983,1,51,F,2,Uneducated,Married,1666.67,Blue,45,6,3,2,7165.0,2037,3553,78,1,0,0,1,0,2,2,1
710760258,1,50,F,3,High School,Married,1666.67,Blue,38,4,3,4,1438.3,0,4740,81,1,0,0,1,0,3,2,1
799700208,1,38,M,2,Graduate,Single,5833.33,Silver,32,5,1,1,26988.0,1587,3732,70,0,1,0,0,1,5,6,2
787460883,0,41,M,3,Uneducated,Married,4166.67,Blue,28,3,3,4,11091.0,0,1234,34,0,1,0,1,0,2,3,1
770937183,1,40,F,4,Graduate,Single,1666.67,Silver,27,3,1,2,10745.0,2084,3502,87,1,0,0,0,1,5,2,2
772268058,1,46,F,4,Uneducated,Single,1666.67,Blue,35,5,2,3,2722.0,1473,3129,69,1,0,0,0,1,2,2,1
710166783,1,49,F,1,Graduate,Married,1666.67,Blue,36,3,3,0,8228.0,0,4277,80,1,0,0,1,0,5,2,1
708758658,1,49,M,4,Graduate,Married,8333.33,Blue,39,5,1,1,34516.0,543,3951,76,0,1,0,1,0,5,4,1
714011358,1,38,M,3,Graduate,Divorced,8333.33,Blue,24,5,1,3,14821.0,0,2876,60,0,1,1,0,0,5,4,1
821150958,1,52,M,5,Graduate,Single,8333.33,Blue,47,3,1,1,2047.0,665,3452,66,0,1,0,0,1,5,4,1
792272658,1,40,M,3,Graduate,Single,8333.33,Blue,34,3,3,4,22380.0,1220,3756,73,0,1,0,0,1,5,4,1
809818008,1,36,M,3,Uneducated,Married,8333.33,Blue,31,3,3,5,12893.0,1620,2300,60,0,1,0,1,0,2,4,1
803231058,1,53,M,3,High School,Single,1666.67,Blue,47,5,1,1,3351.0,1474,4294,66,0,1,0,0,1,3,2,1
720450108,1,54,M,1,Graduate,Married,4166.67,Blue,44,5,1,1,1438.3,0,1585,37,0,1,0,1,0,5,3,1
719076858,1,34,M,4,College,Single,5833.33,Blue,20,5,1,2,2165.0,1952,2651,81,0,1,0,0,1,4,6,1
711835758,1,50,M,3,Graduate,Married,10000.0,Blue,42,4,5,3,34516.0,2099,1756,35,0,1,0,1,0,5,7,1
709284333,1,36,M,1,Uneducated,Divorced,10000.0,Blue,28,6,3,2,5260.0,1116,2546,62,0,1,1,0,0,2,7,1
788122533,1,56,F,1,Graduate,Married,1666.67,Blue,48,6,2,2,1438.3,0,1336,32,1,0,0,1,0,5,2,1
709206333,0,44,F,4,Graduate,Single,4166.67,Blue,30,3,4,4,4333.0,0,1558,40,1,0,0,0,1,5,3,1
713039808,1,45,M,4,College,Married,1666.67,Blue,32,3,2,1,6637.0,0,1801,48,0,1,0,1,0,4,2,1
801700233,1,36,M,2,Graduate,Single,10000.0,Blue,28,4,3,0,3174.0,2462,3140,74,0,1,0,0,1,5,7,1
716815308,1,44,F,2,Uneducated,Married,1666.67,Blue,36,4,2,5,4396.0,1489,3942,69,1,0,0,1,0,2,2,1
821149008,0,52,M,2,Graduate,Single,8333.33,Blue,48,6,2,4,34516.0,0,1661,40,0,1,0,0,1,5,4,1
720580383,1,50,F,3,Graduate,Married,1666.67,Blue,37,3,2,4,1438.3,0,3637,80,1,0,0,1,0,5,2,1
780202908,1,53,F,2,Graduate,Single,1666.67,Blue,43,3,3,4,6853.0,1480,2833,70,1,0,0,0,1,5,2,1
716183283,1,27,F,1,College,Divorced,1666.67,Blue,15,5,3,2,2166.0,890,3563,70,1,0,1,0,0,4,2,1
719855958,1,41,M,4,High School,Single,5833.33,Blue,28,6,1,4,4475.0,0,3367,66,0,1,0,0,1,3,6,1
710112933,1,28,M,1,Uneducated,Single,5833.33,Blue,18,6,3,2,16604.0,1716,2580,61,0,1,0,0,1,2,6,1
768364233,1,59,M,1,High School,Married,4166.67,Blue,53,6,2,5,5446.0,1885,1505,33,0,1,0,1,0,3,3,1
712762758,1,46,M,2,Graduate,Married,5833.33,Blue,34,4,2,0,9451.0,1280,3179,79,0,1,0,1,0,5,6,1
713089458,1,44,M,1,High School,Married,1666.67,Blue,33,5,2,2,6130.0,808,3411,78,0,1,0,1,0,3,2,1
826780683,1,40,M,3,Graduate,Married,5833.33,Blue,36,6,2,2,15008.0,0,3943,85,0,1,0,1,0,5,6,1
780251658,1,32,M,1,High School,Married,4166.67,Blue,18,4,1,4,4583.0,1586,2395,57,0,1,0,1,0,3,3,1
772273983,0,48,M,4,Uneducated,Single,4166.67,Blue,37,1,3,4,5268.0,2191,2138,40,0,1,0,0,1,2,3,1
720688158,1,37,F,3,High School,Single,1666.67,Blue,25,3,2,4,2282.0,0,2751,68,1,0,0,0,1,3,2,1
708193008,1,41,M,4,Uneducated,Single,8333.33,Blue,30,3,3,4,14480.0,0,1616,43,0,1,0,0,1,2,4,1
772449858,1,51,M,3,Graduate,Divorced,4166.67,Blue,41,5,3,4,7570.0,1388,3849,70,0,1,1,0,0,5,3,1
715992558,1,52,M,2,Doctorate,Married,8333.33,Blue,38,4,2,2,12878.0,1628,1968,59,0,1,0,1,0,7,4,1
708502908,1,61,M,2,High School,Single,5833.33,Silver,48,5,2,3,26218.0,0,3925,88,0,1,0,0,1,3,6,2
720132258,1,49,M,3,Post-Graduate,Single,10000.0,Silver,36,6,1,5,34516.0,1323,3422,78,0,1,0,0,1,6,7,2
720906033,1,35,M,1,Graduate,Married,4166.67,Blue,25,5,4,4,5801.0,1176,2987,52,0,1,0,1,0,5,3,1
719961183,1,63,F,0,High School,Married,1666.67,Blue,53,5,3,2,2271.0,1278,1550,33,1,0,0,1,0,3,2,1
718838808,1,36,F,1,Post-Graduate,Married,1666.67,Blue,23,6,3,3,3107.0,2354,2720,48,1,0,0,1,0,6,2,1
710268858,1,33,F,4,Graduate,Single,1666.67,Blue,22,5,1,2,2001.0,1217,3162,99,1,0,0,0,1,5,2,1
788360283,1,33,M,1,Graduate,Single,8333.33,Blue,26,4,1,0,1438.3,0,2557,55,0,1,0,0,1,5,4,1
802884933,1,61,M,1,Graduate,Married,5833.33,Blue,55,6,2,3,3264.0,1348,1665,32,0,1,0,1,0,5,6,1
718785483,1,38,M,1,Doctorate,Single,8333.33,Silver,29,6,3,3,34516.0,1435,4238,85,0,1,0,0,1,7,4,2
708816408,1,41,M,4,Uneducated,Single,8333.33,Blue,32,4,6,3,21756.0,0,3063,71,0,1,0,0,1,2,4,1
715363908,1,44,F,4,Uneducated,Married,1666.67,Blue,26,4,1,2,4726.0,1551,3658,70,1,0,0,1,0,2,2,1
711251133,1,37,M,0,Post-Graduate,Single,8333.33,Blue,27,5,2,3,15326.0,0,2990,55,0,1,0,0,1,6,4,1
789193383,1,65,M,0,Uneducated,Single,1666.67,Blue,54,3,1,5,2644.0,1691,3495,70,0,1,0,0,1,2,2,1
712801758,1,37,F,1,Graduate,Single,4166.67,Blue,27,6,1,2,2673.0,2517,3052,63,1,0,0,0,1,5,3,1
718291233,1,46,M,4,Graduate,Married,8333.33,Blue,33,5,1,3,16227.0,917,4314,67,0,1,0,1,0,5,4,1
771960708,1,51,M,2,Graduate,Married,8333.33,Blue,40,3,2,4,3290.0,2461,3591,80,0,1,0,1,0,5,4,1
717427983,1,50,F,3,High School,Single,1666.67,Silver,39,4,3,4,11176.0,2422,2682,64,1,0,0,0,1,3,2,2
771599283,1,53,M,2,Graduate,Married,8333.33,Blue,41,3,2,5,2492.0,1668,1606,32,0,1,0,1,0,5,4,1
717237708,1,54,M,2,Post-Graduate,Single,5833.33,Blue,38,3,3,5,14265.0,1878,3982,58,0,1,0,0,1,6,6,1
712513458,1,47,F,4,High School,Single,1666.67,Blue,38,4,1,4,7469.0,1899,3150,70,1,0,0,0,1,3,2,1
709690158,1,52,F,4,Graduate,Married,1666.67,Blue,36,6,1,2,4592.0,2517,1470,33,1,0,0,1,0,5,2,1
709959858,1,43,F,4,Graduate,Single,1666.67,Blue,32,6,3,4,4341.0,0,3825,63,1,0,0,0,1,5,2,1
720683958,1,41,M,4,Uneducated,Divorced,8333.33,Gold,36,6,2,2,34516.0,0,4077,67,0,1,1,0,0,2,4,3
717843783,1,33,F,1,College,Single,1666.67,Silver,17,4,3,2,13431.0,1583,2338,71,1,0,0,0,1,4,2,2
708849858,1,44,M,3,Doctorate,Single,10000.0,Blue,35,4,1,5,14028.0,1435,3683,73,0,1,0,0,1,7,7,1
712652283,1,36,M,1,Uneducated,Divorced,8333.33,Blue,28,4,1,3,34516.0,774,3030,74,0,1,1,0,0,2,4,1
793461933,1,37,M,3,High School,Single,8333.33,Blue,31,4,2,4,5699.0,1006,2835,57,0,1,0,0,1,3,4,1
767114958,1,65,M,0,Uneducated,Single,1666.67,Blue,56,4,2,2,3226.0,2073,3250,70,0,1,0,0,1,2,2,1
709216533,1,52,M,2,College,Married,8333.33,Blue,36,6,3,4,2803.0,778,3142,64,0,1,0,1,0,4,4,1
720897783,1,50,M,1,Uneducated,Married,10000.0,Blue,30,6,2,5,34516.0,2010,2776,59,0,1,0,1,0,2,7,1
773503308,1,59,M,1,Uneducated,Single,1666.67,Blue,53,5,5,4,2192.0,1569,4010,79,0,1,0,0,1,2,2,1
710664558,1,40,F,3,High School,Married,1666.67,Blue,31,5,2,4,4736.0,945,3927,73,1,0,0,1,0,3,2,1
713687508,1,59,M,1,Doctorate,Single,5833.33,Blue,49,5,2,4,9944.0,1606,3159,69,0,1,0,0,1,7,6,1
816312633,1,52,F,3,College,Married,4166.67,Blue,47,6,3,3,4717.0,0,2349,66,1,0,0,1,0,4,3,1
718216008,1,48,M,3,Graduate,Married,5833.33,Blue,38,5,2,3,16920.0,2157,3275,60,0,1,0,1,0,5,6,1
771228183,1,30,F,0,Graduate,Divorced,1666.67,Blue,17,4,1,3,4704.0,0,3294,87,1,0,1,0,0,5,2,1
789430083,1,41,F,5,High School,Single,4166.67,Blue,32,6,1,2,14987.0,1425,4470,83,1,0,0,0,1,3,3,1
823621083,1,46,M,3,Graduate,Married,10000.0,Blue,42,3,3,4,9227.0,938,3948,74,0,1,0,1,0,5,7,1
715424283,1,31,F,0,College,Married,1666.67,Blue,21,5,2,2,1677.0,0,3059,50,1,0,0,1,0,4,2,1
807209808,1,48,M,1,High School,Single,5833.33,Blue,40,6,2,2,2319.0,1630,3739,68,0,1,0,0,1,3,6,1
710681808,1,53,M,3,High School,Single,8333.33,Blue,42,6,3,3,18531.0,1548,2484,52,0,1,0,0,1,3,4,1
708740808,1,45,M,4,Graduate,Married,4166.67,Blue,36,5,3,4,4112.0,0,2949,54,0,1,0,1,0,5,3,1
711728208,1,46,M,4,Graduate,Single,10000.0,Blue,34,4,1,2,34516.0,0,4143,68,0,1,0,0,1,5,7,1
720562008,1,34,M,2,Graduate,Single,8333.33,Silver,22,4,3,3,34516.0,1263,2759,65,0,1,0,0,1,5,4,2
709012083,1,39,M,1,Uneducated,Married,1666.67,Blue,28,3,3,4,4683.0,2514,2010,45,0,1,0,1,0,2,2,1
718174908,1,53,F,3,Uneducated,Married,1666.67,Blue,36,4,3,2,4224.0,2417,1458,29,1,0,0,1,0,2,2,1
709550958,1,51,M,3,Graduate,Married,5833.33,Blue,32,3,1,4,7133.0,0,2689,62,0,1,0,1,0,5,6,1
720776508,1,44,F,2,Doctorate,Single,4166.67,Blue,25,4,3,2,4210.0,0,4248,65,1,0,0,0,1,7,3,1
